,tweet,sentiment
8558,hey aa can you help with an itinerary for a plat custy ? stuck in pvr and phone be not work,0
8559,it 's absolute madness in the west but tell me who you like between and,2
8560,denver baggage handler you totally impressed u today our lung barely make the run to connect but our bag have no problem ! den,4
8561,not patient originally 11:51 and now 4:41,0
8562,thank you we be sign up for notification we shal watch and wait ! ❄️❄️,2
8563,not happy w/ ap late flightly last time i flew would not let me check in this time i checked in go on late flightr say i never checked in,0
8564,thank you thank you ! i finally set up the jetblue ap ! yay !,4
8565,why do i have to stand at baggage claim for an hour wait for a bag that you knew never make it on to the plane ?,0
8566,i have a disabled seat in row 6 do i get to board earlier ?,2
8567,please improve business extra flight reservation process ca not book online ? what century be we in ? 25 min+ on hold,0
8568,it 's not disappointment it 's a blatant disregard for your business select customer it 's become a problem that 's push,0
8569,thanx for reply dm sent,4
8570,worst customer service ever you cancelled flightled my connect flight to ny hour ago amp do not tell me now i 'm stuck in tampa,0
8571,795 to austin,2
8572,thanks for get me back to nashville big thanks to the pilot on the 6:15 out of baltimore flying in snow land on ice,4
8573,ur specialist say they would talk to the stewardess about not serve drunk drink really how do that help,0
8574,have be try to get canx flight resched since noon get 2 call back but call disconnect a soon a i answer,0
8575,wifi onboard 737-800 far superior in pricing and performance user-perceived bandwidth and late flightncy to recent ee_teaseeriences,4
8576,claimed my flight cancelled flighted because phl runway not good but delta flight at same exact time be take off on time,0
8577,almost half hour on hold my cell phone battery be die thanks for your loyalty from a `` platinum '' member,0
8578,i spoke to soon my bag be lose E_FROWN,0
8579,“ our fleet 's on flek lmfao !,2
8580,ceo battle to appease passenger and wall street waterbury republican american,0
8581,be you anticipate weather-relate flightd cancelled flightations for afternoon departure out of aus today ?,2
8582,since you do not care about what happens to your passenger on your plane we will now be contact the police dept,0
8583,good maybe that will make up for lose my medallion probablynot,2
8584,yes staff be rude and unempathetic i need jacket and tablet by 4 get at 11 if u take caryons cause plane ful.do not lose em !,0
8585,look at this beauty 😉 dc-10 united airline 😉 hope you like this beauty 😉,4
8586,flight 1679 n76200 prepares for flight at before depart for,2
8587,la always have traffic but this be insane i ca not be the only one with this issue on flight 1625,0
8588,need to track lose luggage be ship to me need ph for human not automate 800-335-2247,0
8589,thank you,4
8590,“ our fleet 's on flek i just 🙈,2
8591,extra night we have to stay in san juan now how can i check on that ?,0
8592,thanks for the upgrade- please try to get my company to approve more business class travel,4
8593,do you guy get rid of the functionality on to put a reservation on hold for 24 hour ? i do not see it,0
8594,need to go frm tpa to mci tmrw amp my connection thru dfw be cancelled flightled can u connect me thru a dif city ? been on hold for 2 hr,0
8595,thanks for take care of that mr ! happy customer,4
8596,bf have be stuck in clt all day is the lounge offering free `` this weather suck amp we all want to cry '' tequila shot ?,0
8597,sounds like a date !,4
8598,thank you much appreciate,4
8599,flight 4110 mco to isp delayed any detail on why ?,0
8600,worried the cold weather or snow would delay u this morning but no it be the pilot stilwaiting,0
8601,what do `` your reservation be 'out of sync '' mean ? on hold w customer service 12 min and want an idea what be up,0
8602,we 've flight 4443 be sit on the tarmac of dca for a while now wait on a gate can we just use another gate ?,0
8603,be really get on my nerve ! 😡😡 nothapy,0
8604,just get demote from gold cuz my hubby get 100 of the pqd tho there be enuf spent for 4 golds.spousal.discrimination/angry,0
8605,i be try to change the time of a flight i already purchase and be told i have to pay a 400 change fee ridiculous,0
8606,when will it be marked `` complete '' i 'm scar i 'm go to lose my reservation or my money be go to be refund,0
8607,i would like your baggage damage number a well ! another great thing from your 'trained staff ! whats the number please claim time,0
8608,btw her name be samantha and she won over everyone on the flight,4
8609,i think 2 week of wait be more than enough time for you to contact me this be why you lose customer,0
8610,i follow you complaint procedure only to get a run around your service sucks usairwaysuck,0
8611,be ua938 still take off at 9:05pm ? i 'm stuck on the tarmac on ua3462 wait to get in,0
8612,be on hold 2 hour for a cancelled flighted flight i understand the delay i do not understand you auto-reflight booking problems me on tuesday help !,0
8613,now i have to pay for a hotel a car ride miss class which i pay 30k for and miss work and you tell me to talk to someone,0
8614,just sat on a plane for 3 hour in dulles insane ijustwantobeinboston thanksdc,0
8615,he be travel with me on a sep reservation number f3kxb8,2
8616,“ we hope you 're still our bae ! man,2
8617,the gate agent say `` it 's book in full sorry '' i have a ticket with a 1st class seat i will call customer service when i land,0
8618,no problem just funny have a nice day,2
8619,we be miss our connection due to delay out of las what be we suppose to do now ?,0
8620,thanks ! calling right now !,4
8621,be cancelled flightled and now i need to locate my baggage,0
8622,flight 317,0
8623,my pqms and pqds be no longer show up correctly in my mileageplus act how can i get this fix ?,0
8624,site show on-time but flightaware site show delayed trying to decide if i get out in this ice to catch flt 456 to phx,0
8625,💯💯💯 rt our fleet 's on flek,2
8626,does customer care have email or a phone rep that i can speak with ? we have so many issue they ca not be place in 2000 character ?,0
8627,always a fucken nightmare with your airline fail lazy alwayslate flight worstairlinever,0
8628,can you please follow for a dm ?,2
8629,mold on my flight ? ! ? us3825 filthyplane hopeidonotgetsick,0
8630,flightdelay on an early craft arrival because pilot be stuck in traffic fail nocustomerservice nocompensation,0
8631,it 2015 how can my flight from a major city already be cancelled flightled 24 hour before departure due to weather ? ? backup plane ? ?,0
8632,sky r sunny air be cold i ca not wait to get to clt,2
8633,-not just this trip be a few ur save grace be ur cheaper flight now willing to pay more 4 btr service on btr airline,0
8634,hello just wonder how long it might take for turkish airlines flight to show up in my united mile thanks,2
8635,i have be told twice my issue have be resolve and twice it have not be and when i write an email it bounce ? ! worstservice,0
8636,sos where is my bag ?,0
8637,employe=faceles do not throw them under the bus starts with management i 'm almost a million miler and own my own company 1/2,0
8638,how can i watch the oscars2015 on my jfk- gt sfo flight ?,2
8639,rent van drove 250 mile with 6 stranger arrived home 6:00am no offer of help from aa,0
8640,how come i have no baggage update,0
8641,8602947 jon at thanks,2
8642,so we 've now be drive across dfw for over 90mins that 's half fuck way to texarkana ! shouldhavedriven,0
8643,have getaway deal through may from 59 one-way lots of cool city cheapflights farecompare,2
8644,now on hold with customer care wonder if someone will pick up the phone before 5pm,0
8645,hey jetblue you cancelled flightled our flight from st marten to jfk stranded my family in the baggage area and lose my daughter luggage,0
8646,why do not you fly to nashville ? E_FROWN,2
8647,be that one on the picture,2
8648,fa attendant on 4553 phl to pwm tonight be fab ! an asset to your team from 1f have a great night team !,4
8649,help ! i 've be on hold for almost two hour trying 2 get home,0
8650,when i get your alert i immediately start look to rebok but we only have 11 minute from reflight booking problems to catch a flight to srq,0
8651,i have literally be on hold since 3am est.platinumeventualy hung up amp again back on hold understand weather but ridiculous,0
8652,marcus help me good agent could not fix it flight be list on website but `` unavailable '' to book false advertising much ?,0
8653,on flight 622 from nassau to jfk not show cancelled flightled yet but assume it will be ? any info ?,2
8654,ph the pat answer be bs after i be deny boarding it sat at the gate until 9:05 ! your employee totally suck,0
8655,“ our fleet 's on flek 😂😂,2
8656,quick let 's board a plane so that we can sit on runway for 2 hour clockwork scareways neverfails,0
8657,thanks,4
8658,do mile earn with ee_teaselorer card count toward lifetime mile ?,2
8659,patiently drinking and tweet about my ee_teaseerience,2
8660,and learn how to book flight,2
8661,i have to admit that not only the ap be good but have lot of useful func such the `` live '' seat map congrats,4
8662,799 from ams to phl today- 3 of 4 flight attendant be downright rude and hostile and make the 8+ hour flight even bad,0
8663,awesome flight this morning on aa3230 ! awesome crew and even land early !,4
8664,i 'm in the cust svc line your charlotte nc agent well be in their a game,2
8665,thank you fingers cross,4
8666,so i waste 40mins fill in 2 online form you be tell me you do not receive how do i know this wo not happen this time ?,0
8667,have the bad customer service line i 've call them 8 time today and not once be i able to talk to a real human be,0
8668,i 'm on hold for the 4th time wait for you to resolve and issue with a flight for my 6-year-old son teribleservice noservice,0
8669,i would love a +1 redcarpet treatment,2
8670,flight 3797 treatment of passenger have be atrocious over 2 hour delay only to now deplane and give no direction,0
8671,please review and fix your baggage procedure at dulles because it happens every week when my sister travel there on your airline,0
8672,update please on why flight 2601 continue to be far delayed,0
8673,no please stop,0
8674,you suck !,0
8675,want to bump up my set to first class for two cancelled flightlations in 24hrs ? ? what a joke,0
8676,why do ee_tease member have to wait `` over 2 hour '' to speak with an operator ? surely this be a mistake ?,0
8677,this be the 2nd time i be reboked w/delays and for reason unrelate flightd to weather how do i go about request a flight voucher ?,0
8678,customer service provide no wiggle room to change flight without a 200 change fee have always be accommodate,0
8679,no worry your flight attendant take care of it,4
8680,you wont allow call ? my husband have a ticket but it look like all the seat be take ? i cant even call,2
8681,great job celebrate mardigras2015 you own the industry another reason i 'm nut for you !,4
8682,when will you have flight for october 2015 available ?,2
8683,ca not believe advice to call customer service i be on hold for 3 hr this morning and finally give up,0
8684,hey aa a suggestion note on your seat map what seat have electronics box block legrom aa215,0
8685,flight 2202 out of jfk 2 amp 1/2 hr delay i could get over it if it be just weather relate flightd but consider it 's not come on,0
8686,not sure why we be be make to stand in line outside for plane that be not ready to board when i could be sit inside,0
8687,be so cheap they could not afford to run the ac on ua1510 they take pressure cooker to a new level cheap worstairline,0
8688,i have use you guy for most my travel but this last ee_teaseerience i will never use southwest again ! worstcustomerservice,0
8689,well here we go,4
8690,when will caller from the east coast be able to speak to an actual human for reservation support ? all agent busy call late flightr,0
8691,be sit at gate for over 25 min on u 728 ! what give ? ? ?,0
8692,that do not really answer my question maybe if i provide more detail you can give me clarification,0
8693,thanks we 'l be in touch !,4
8694,get it square away thank you i have a man on the inside help me out !,4
8695,wait 12 min and counting to get through to global services something go on ?,0
8696,you have a culture issue,0
8697,i appreciate your apology sincerely thank you that 's really all i ever want to begin with,4
8698,7 for wifi just so i can tell my family i 'm gon na be late flight cause i have to sit in a ground plane for the past two hour,0
8699,i love fly with u but i have a question why be one of ur plane call ny jet,4
8700,caught earlier flight to ord gate checked bag and you 've lose it at o'hare original flight land in 20minutes frustrate !,0
8701,i thought be a mosaic member have 'perks the best part be instead of check the extra 5lbs i 'm carry it on 😒,0
8702,you guy be perfect a always ! lt 3 wervirgin,4
8703,over the last week united have provide me with the bad customer service ee_teaseerience of my life disgusting united,0
8704,my flight be cancelled flightled leave tomorrow morning auto reboked for a tuesday night flight but need to arrive monday,0
8705,be my new go to airline,2
8706,do not you think a 4hr wait time to speak to an actual agent be ridiculous ? ! my flight be cancelled flightled this morning ! getyourlife,0
8707,where be my flight voucher ?,2
8708,can you give me silver status for 12 month ?,2
8709,thanks !,4
8710,flight yesterday cancelled flighted got to airport 4am today for an on time flight w be delayed cancelled flighted than reinstate which cause,0
8711,has dc thinking about summer with new nantucket service,2
8712,i mean be there a real live person somewhere i can go and speak to at newark post security ?,0
8713,he 's sch for 530 tmw on aa would love to find him an earlier one with yal if possible he 's in fll,2
8714,more or less after a night in a party hotel no sleep and a 5:30 be rebok- on our way back to phl,2
8715,why ca not we book seat on your flight when we buy them or even during check in ? creates so much anxiety ! frustrate,0
8716,why be your cover photo of twa ? just wonder,2
8717,no thanks took care of it when i call,4
8718,review your oversize policy hardcase golfbags be free if under weight how do we add guitar and instrument to the list ?,0
8719,well it 11:45am and just get an email that my 11am flight be delayed-thats not right,0
8720,finally start to come out 40 minute and no communication be not acceptable letting me down today,0
8721,you can do well than have someone on hold for over an hr,0
8722,even when i do simple google search by flight number it tell me which gate so wo not be that difficult be sure disappointed,0
8723,nope really no window at all for 10a 10f have one 8 and 11 have one none for 10a so sad,0
8724,i just want to get home before wednesday joke be over 50hrs of cancelled flightlations and delay be enough !,0
8725,which now have maintenance issue with an undetermined amount of time until the mechanic even arrive,0
8726,i 'm currently miss a basketball game due to your lose bag policy teribleservice wheresmyrefund,0
8727,i would love a great deal from bwi to la memorial day weekend aka my bday weekend 😬,2
8728,i can hardly believe it ! bundle up and stay warm ! 😉,4
8729,how can you not put my bag on plane to seattle flight 1212 waiting in line to talk to someone about my bag status should matter,0
8730,hawaii what deal u have for me,2
8731,yea i saw that i 'm move to china and have 5-6 bag will pay whatever but want to make sure it be ok to bring that many,2
8732,exactly,2
8733,it adolfo garcia,2
8734,have it be 4-6hrs yet ?,0
8735,we 're still here guy you be the bad,0
8736,i 'l make sure he 's do that thanks for the help this be a huge race for him and just try to make sure it go smoothly peace,4
8737,be in a line a mile long at sky harbor this morning your staff be courteous and ee_teaseeditious thank you onechildfourbags,4
8738,i know just a little cold weather humor E_SMILEY,2
8739,the only update we get be that they have no idea when we will get an update way to go hopeless,0
8740,i have an unused ticket but move to a new city where you do not fly how can i fly with you before it ee_teaseires ? travelhelp,2
8741,trying to find out if flight 340 dfw to hou be on tonight exec platinum desk not call back and online info not clear,0
8742,had to spend 5 hour worry that item in caryon would be broken/stolen since i could not carry them on plane or lock bag,0
8743,surely there be some other way to help me i ca not really afford another 4 hour now pls follow me so we can dm,0
8744,way to take advantage of mayweatherpacquiao E_SMILEY,2
8745,sent !,2
8746,i do 50 time and no one be helpful i 'm miss work nd school nd the manager rem from mia told me he do not want to talk u,0
8747,you think you board flight au1066 too early ? i think so,0
8748,sadly do not get much help as a travel agent this be so disappoint to me,0
8749,they told me to call back late flightr,0
8750,here 's a first both pilot and first officer in galley during flight,0
8751,vuelo24.es vuelos24.es sell too cheap mad-nyc with usairways are they trust web or be it a scam ?,2
8752,i need to cancelled flight a flight i book earlier tonight are you able to do it over twitter ?,2
8753,thx but i 'l be ee_teaseecting a credit for this leg,0
8754,hanging up on customer with no chance for a callback be a failure of customer service 1:30am est and no one can answer ? 2/2,0
8755,i 'm teach new traveler how to research budget amp save for a trip today !,2
8756,be the bad ee_teaseerience i 've ever have fly rude delay cancelled flightlations lack of update and waste our time,0
8757,i should not have to spend my own on a hotel because of a weather delay the weather be something completely out of my control,0
8758,i be fly from ft lauderdale fl to seattle wa on the 02/28/2015 until the 03/03/2015 and they do not want to honor my flight,0
8759,i be try to book another flight and apply my credit that i have from another flight but i ca not find them,0
8760,another terrible ee_teaseerience with united discrimination delays and no help from customer service united notimpresed,0
8761,be people in an exit row still suppose to give their verbal approval ? i be never ask on the flight i 'm on,0
8762,hey left my computer bag w/computer inside in united file online report no response,0
8763,it 's ok i be suppose to be in california 5hrs ago,0
8764,ca not wait ! 787 !,4
8765,i understand but it 's tough when there be no way to get to the airport w/o serious risk of an accident it 's a steep price,2
8766,weather where ? it 's 60 in sfo and flight 834 be still on time to boston,2
8767,your website deserves a new design html5 ftw !,0
8768,my navy sister flight 2470 cancld she ca not get an agent they 've call her back to be put on hold amp then discnct.any help ?,0
8769,i get a new reservation for tomorrow thanks !,4
8770,can i get tiks for destinationdragons omg id love to ! plz 😱❤️im die,4
8771,told me i deserve to be delayed because i book the last flight and then i hear `` the only inconvience be miss your flight,0
8772,connection at ord be on the exact same plane again checked cary-on be apparently take off amp left in chicago pretty ridiculous,0
8773,bad airline ever after 70+ leg of travel i be officially do on time be not in their vocab i 'm take my premier status to a,0
8774,i book a flight yesterday but didnt receive an email confirmation and i my dividend number be not register please help,0
8775,try that and ca not get through,0
8776,i have to fly back to charlotte out of a different airport you guy be not very flexible like other airline,0
8777,what be your policy on fly after surgery ? i be still wait for answer so i can tell me doctor,2
8778,if this flight be cancelled flighted or delayed any far i ee_teaseect full compensation for my park ticket hotel amp flight,0
8779,f-a-n-t-a-s-t-i-c ! thanks again for come thru with great customer service !,4
8780,domestic to be clear -- i do not have to sit in your lovely terminal just need to be there 1 hour prior to boarding ? thanks !,2
8781,kudos to jetblue social medium team for jumping in an help me out during the last snow storm while web site be down thanks !,4
8782,guy i need help my reservation try call and i 'm told to call late flightr please help me here,0
8783,what 's the point of email state i do not get bumped to 1st class ? i know i 'm not in first class i book the regular ticket,2
8784,be have a party in the atl terminal letitgo,2
8785,do not get name dallas flight and chicago,2
8786,ticket counter masters out of smf not very helpful,0
8787,i thought all those plane be retire ? md80,2
8788,unhappy with 4 hour delayed flight missed dinner,0
8789,i understand that but i 'm hop i can rectify this in advance i would call but i be in auh i just need my one checked bag,0
8790,i know i can see that too but now estimate time of dep be 10am i do not understand why there be not a well estimate 3 hr ago,0
8791,290 to boston,0
8792,my flight to dfw from lit on my way to pdx tomorrow be cancelled flighted can you help me ?,2
8793,a-list prefer line phone wait be 15 minute i hung up not feel a-list-ey !,0
8794,you should be apologize for your rude sale rep and failure to offer anything other than trite condescend platitude,0
8795,i believe just customer service at last post he be at narita in tokyo they sent him to a motel to rest said standby maybe 2days,0
8796,be deal with multiple office for the last 3 day youve completely lose me a a customer unles my bag be back to me,0
8797,left item n the seatback on ua1260 is there any way to call dca to ask if they have the item ? already submit lose amp found report,2
8798,many thanks a always your employee be professional and courteous whenever i have the option you be my go-to airline,2
8799,would you guy please send service agent to gate b15 in phily ? all the people miss there connection and there 's only 2,0
8800,got it i be follow the united page,2
8801,i would like to be reimburse for my shuttle from denver after 1080 diversion 6+ hour sit in plane and mech problem,0
8802,talk to a manager and she offer we pay 3x 's in cash what we originally paid nothanks jetblue ripof flyunited,0
8803,reping the bruins in cleveland at rock n roll hof amp the christmas story house jetbluebruins,2
8804,condescension must be a quality your co reward your tone reek of it,0
8805,submit a case to aa customer relation two week ago no word ever since ! whats the point of even have cr ?,0
8806,4-4 in horrible customer service empty seat in early flight wantcharge me double to get home early instead the usual late flight,0
8807,my flight be cancelled flightled yesterday early afternoon so why do you call me at 1230am and 230am to wake me up and tell me ? !,0
8808,`` here for you '' a in yeah we 'l tweet platitude at you so you 'l think our twitter bot care ? or,0
8809,thanks for no fresh food on my cross country flight and for make my connection so close no time to eat tpa-dfw-lax,0
8810,i do not think i 'l be test those water out on my own dime again,0
8811,your agent and service on my weekend trip have be amazing ! thank you !,4
8812,there 's an employee at gate 45 of jfk tell people their bag do not fit and need to be checked when it clearly fit aa291,0
8813,can you please help ? you 've now reboked me incorrectly after flight be cancelled flightled please fix my flt to tuesday !,0
8814,flight 403 be delayed 40 min bc a miss screw and be in danger of miss flight 6491,0
8815,"should get their shit together before they owe my 2,000 for my bag",0
8816,hat off to admiral lounge attendant yyz terminal 3 who give her banana to our toddler when none avail elsewhere,4
8817,well now finally on board hopefully we take off this time and quickly well over an hour delay !,0
8818,lol k. “ our fleet 's on flek,2
8819,have getaway deal through may from 59 one-way lots of cool city cheapflights farecompare,4
8820,have dinner reservation in a few minute -- and i 've be try to get through to you since breakfast onholdwith,0
8821,me too despite the chaos i 'm still grateful for a flight home ✈️,4
8822,miss my amaze u bank work conference not ok. what do i do now ? ? ? ? ?,0
8823,with the free wifi impressive flyfi,4
8824,x____x rt our fleet 's on flek,2
8825,probs the bad customer service ever replied to complaint i submit 6 week ago bout damage bag not even replace it !,0
8826,folow/dm please,2
8827,you be the bad i will avoid you like the plague,0
8828,use the ap you say ? ?,0
8829,i be believe you for a minute but we just get delayed for a 3rd time !,0
8830,my ua3426 on 2/19 be also delayed by 2 hour stretch my trip way past the midnight extremely exhaust !,0
8831,lmao “ our fleet 's on flek,4
8832,pretty upset i drove from phily to mhtt still no info on my bag what 's the deal !,0
8833,i need to order a special meal and i ca not reach aa been on hold for over 2 hour,0
8834,remember in business a pleasant ee_teaseerience mean you will tell a friend a bad ee_teaseerience mean you will tell everyone you see,0
8835,no i do not i be only give a flight booking problems reference number,2
8836,she do she 's still wait on a callback the lack of follow through be what 's concern smh,0
8837,thanks for the quick reply ! i just fill in the form idnumber8569822 hopetogetanswerson,4
8838,can you do me a huge favor ? ! 🙏❤️,2
8839,claim w/ customer protection they `` will notify customer of delay cancelled flightlations and diversion '' nottrue,0
8840,how be it that my flt to ewr be cancelled flightled yet flts to nyc from usairways be still fly ?,0
8841,figure but delay be list at almost 2 hr thanks for be great ! cheers,0
8842,-realy ? u land me in phily 1.5 hour before my flight wait 1.5 hour behind a plane you get stuck,0
8843,would love to dm you but my twitter ap say you 're not follow me and i ca not,0
8844,you be lightyears ahead of the security control at newark airport they waste 40 precious min w bad efficiency frighten,0
8845,spent hundred to rectify the situation and you guy go quiet,0
8846,so if this game be the one reason i payed for be there something we could work out here ?,2
8847,flight 1019 i need 2 b on the first flight out frm mia 2 tpa i 'm extremely irritated i 've be at this airport for 5.5 hr,0
8848,this be exactly why ill be fly aa from to dallas ! only airline i trust !,4
8849,almost 2 hr 30 min on hold any idea how much longer ?,0
8850,be call 2 different office already and still no sign of my baggage first time on american air 6,0
8851,mark 15th year with new `` bluemanity '' plane design sun sentinel,4
8852,supposed to arrive at my destination tonight american reboks me for wednesday ? where be i stay until then ?,0
8853,thank u thank u thank u for come through for u ! i sincerely do not think it would happen lt 3 swa thankyou,4
8854,lose our luggage yay,0
8855,make sure you make cancelled flighted flight baggage and upgrade fee seem like a labyrinth so that you might be able to swindle a few more,0
8856,you suck in philadelphia let u off this plane ! phl,0
8857,i manage to get sort out over the phone good luck deal with the snow in texas !,4
8858,great flight on a brand new jet great seat beautiful plane big fan of this airline,4
8859,call your service line and be hung up on this be awesome sarcasm,0
8860,upgraded to 1st class inquired about red wine `` sauvignon blanc amp i ca not pronounce the other one '' could not describe,2
8861,step 1 be less shot step 2 acknowledge customer other place than twitter step 3 do not suck so much,0
8862,thanks for the link now finally arrive in brussels 9 h after schedule,0
8863,who be he i must send a note ! too good for word !,4
8864,now this be beyond ridiculous some steer problem delay u again neveragain it 's no wonder you have to sell,0
8865,15.99 for wireless ? was 6.99 epic fail greedy piggy you be the bad !,0
8866,you quite possibly ruin my entire first day in south florida bc of your disorganization getittogether,0
8867,thanks,4
8868,employee be the angriest angst-iest group of people anywhere except for tasha at check-in at iah,0
8869,how much longer to jfk open 's i be a diabetic and i need sugar plane do not have nothing,0
8870,want to make my day ? E_SMILEY friend be premier amp i should be soon any chance you can upgrade our two 10 hr leg of flight to ecom plus ?,2
8871,gate agent hooked me up with alternate flight if you have a way to prevent the constant issue that would rock,0
8872,you still have flat tire policy shuttle broke down on way to ord will probably miss the 425pm to cle help please !,2
8873,yes start w/ flight 1278 get me home more than 48 hour late flightr record locator bsuxlu,0
8874,now because you could not add my ktn which i ask for numerous time and no one answer the phone i miss my flight ! upset,0
8875,hi ! i ❤️ your company and fly all the time i be wonder if you could please share this link amp read !,4
8876,now you just hang up on me i ’ m start to think this be personal !,0
8877,be call all morning still ca not get through i need to chge a flight that be this week !,0
8878,what 's even well be the price change in the 2 minute since i talk to the lady and they still honor the cheap1,4
8879,truly the worst day of fly i have ever ee_teaseerienced,0
8880,you have yourselves to blame for give me the time to get drunk and tell you how i feel about your overprice sub par airline,0
8881,be that english ? i 'l dm though i do not think you 'l make a plane appear,0
8882,i would never fly united airlines again !,0
8883,i would encourage you to re-interview the sole flight attendant on ual 6166 from buf to ord blatantly not stable uncomfortable,0
8884,hm did the flight even really exist or do they just create it last night to get people off their back ? usairsucks,0
8885,do you guy know your check-in link from email be broken ?,0
8886,ca not checkin online for 2:00 flight tmrw fr cancun `` undefined error '' amp 800 not working.family of 4 do not want cgroup ! help,0
8887,can you do anything to get aa953 move ? been almost 24 hr and hundred at jfk upset tire and want to get to ba,0
8888,you need to get your act together you new this morning at 830 our plane be malfunction yet i 've be delayed 3 time,0
8889,no one have answer no one can help there be always a different story to why my and my fiancee ca not be help,0
8890,dm the locator code thanks,2
8891,call volume be high so the best answer be to hang up on me ?,0
8892,have a very rude gate agent at bwi tonight gate b8 after a 6.5hr delay for flight 1172 i think a little training be in order,0
8893,miss my flight how do standby work ?,2
8894,mobile boarding pas email,2
8895,2 bag fly free ! so what 's with all the cary-on 's ? packingayak,0
8896,no you call me,0
8897,your plane make me miss 2 connection in 2 day thanks for nothing,0
8898,is your company motto `` i do not care ! `` i heard several time from your employee to your client in the past week '' idonotcare,0
8899,new ceo seek the right balance to please passenger and wall daily journal,2
8900,shout-out to all the ground crew work in the cold ! thanks for what y'al do amp social medium team for customer service,4
8901,my return flight be schedule on wednesday aa138 i believe thanks for the help !,4
8902,thank you for take care of my mom and reflight booking problems her flight in phl,4
8903,i do they told u the wrong carousel number,2
8904,no we be in a large group majority of the 30+ bag be soak,0
8905,reservation fehqne 21feb15 dca-rsw want refund not credit for cancelled flightled flight please,0
8906,neveryamind i paid 450 for a flight 250 for a new bag be easy for business class customer right ?,0
8907,password reset email be incredibly slow to arrive today checked spam folder too web site say a few minute but 15 ?,0
8908,we 've be on hold for over 4 hr you cancelled flighted flt 2222 phl-dfw need assistance !,0
8909,no worry i think it ’ s under control the email be keep me inform,2
8910,make sure u insure your luggage a those asshole aa take no fricken responsibility amp do not believe their lie !,0
8911,another twist in the plot took off from miami then have to return due to a unsecured cargo door most stressful vacation ever,0
8912,what be aa go to do to fix their utterly embarrass customer service ? you wo not even answer the dang phone !,0
8913,yes refund my ticket and give me email address to let u know what happen,0
8914,too big to properly manage flight time there be such a thing a be on time or at least prepared with a gate when we land !,0
8915,that do sound hopeful it 's a very thin device so i just hope the right person found it in time,0
8916,can i please have someone call me 781 879 4505,2
8917,oh look you just delayed our flight an additional half hour now arrive at 6 officially five hour after plan 😡😡😡😡😤😤😤,0
8918,i submit a status match last week and have not heard back im a delta customer look to switch to united please assist,2
8919,who do you think be gon na win mayweather or pacquiao ?,2
8920,no bag tag lead to many people backing up the aisle to front with bag,0
8921,i hope it take you 6 hour to get home when it should take 20. my flight be cancelled flightled because they `` could not staff the plane,0
8922,do forelock guarantee the fare only or fare amp seat ?,2
8923,i be also told by agent my issue `` be not their prob '' k fine i get it but have some compassion 4 others deal w/this !,0
8924,be you kid me ? i need help yesterday i 'm now land and wait for my connection never will i fly southwest again !,0
8925,i be try to add my tsa pre check number to my reservation online and do not see an option to do that ? ? nosecuritylines,0
8926,your airline have be tell me that my luggage be one hour away from my destination for 5 day !,0
8927,awesome i flew yal sat morning any way we can correct my bill ?,4
8928,your service be horrible i ca not get a straight answer from your ground agent,0
8929,will the nightmare ever end ? just found out our flight today be delayed due to `` ground handle delay affect a prior flight,0
8930,be you kid me ? no one answer call on reserv line due to high call volume and not even an option to wait brutal,0
8931,jet slide off icy taxiway at story,2
8932,baggage drop at phl b/c be incredibly back up unacceptable service,0
8933,hour and a half after land bag be finally trickle off,0
8934,i know where to check my complaint be my ticket say dinner when i book now it 's change to refreshment where 's my refund ?,0
8935,unavailable leg that register hour after be sell out only option to offer after 45min be 400/ticket or travelocity 2of2,0
8936,sh i do not want something else to steal our deal😉,4
8937,doubt it gate 35x be a cluster and every agent encounter i saw include one with me be outright rude just very put off,0
8938,completely understand act of god weather-relate flightd cancelled flightlation but 4 day without reimbursement of any kind be unacceptable,0
8939,i have 2d and 3d emboss badge and patch superior to the one you be currently use,2
8940,you already have vomit so you be halfway there,0
8941,already do amp an automate voice told u to wait 2 hour they have yet to call back,0
8942,flight cancelled flighted tonight and be told i wo not receive a travel voucher for the inconvenience is that really your policy ?,0
8943,fair enough but it stink to be the passenger on the plane that leaf the gate then sits on the tarmac for an hour before takeoff,0
8944,one hour after departure time and still no update !,0
8945,how be i suppose to cancelled flight it if i ca not do it online ? i do not want to lose all the fund on the ticket help ! E_FROWN,0
8946,what do tsa pre on my boarding pas mean ?,2
8947,can you please post wait time-have be on hold for two hour,0
8948,your flight be really cheap what 's the catch,2
8949,my flight land 50 min but we be be told to stay on the plane have not pull up to the gate amp have little to no information,0
8950,also thanks for your prompt reply i 'm really impressed -- and you 're not just brushing me off much appreciate !,4
8951,really ? someone call in sick and then someone forgot to call a replacement ? ! now an hour late flight to take off theworst,0
8952,after sit on the runway for 3 hour i have to leave the airport w/o my luggage is this ur 1st day ? ?,0
8953,would like to talk to someone please follow,2
8954,pleasantly surprised to find ana have make major upgrade on their transpacific route in flight plane and service,4
8955,any guesstimate on hold time ? ca not change my flight online at 45 min and counting,0
8956,why must a traveler miss a flight to late flight check a bag ? i miss my morning appointment and you lose my business sfo2lax,0
8957,i be sincerely thank the pilot of flight 4461 of braving the snow and get me home amongst many other cancelled flightlations,4
8958,well you ca not fix me miss my buddy 30th bday because of negligence but you can attempt to make up for it,0
8959,`` we 'l drop off your luggage 24 hour after your flight '' be ridiculous,0
